Feature,Missing_Count,Missing_Pct,Tier
V322,508189,86.05496664070174,Tier 5: > 80%
V323,508189,86.05496664070174,Tier 5: > 80%
V325,508189,86.05496664070174,Tier 5: > 80%
V326,508189,86.05496664070174,Tier 5: > 80%
V327,508189,86.05496664070174,Tier 5: > 80%
V328,508189,86.05496664070174,Tier 5: > 80%
V324,508189,86.05496664070174,Tier 5: > 80%
V330,508189,86.05496664070174,Tier 5: > 80%
V334,508189,86.05496664070174,Tier 5: > 80%
V336,508189,86.05496664070174,Tier 5: > 80%
V331,508189,86.05496664070174,Tier 5: > 80%
V335,508189,86.05496664070174,Tier 5: > 80%
V337,508189,86.05496664070174,Tier 5: > 80%
V333,508189,86.05496664070174,Tier 5: > 80%
V332,508189,86.05496664070174,Tier 5: > 80%
DeviceInfo,471874,79.90551021099333,Tier 4: 50–80%
id_13,463220,78.44007179869273,Tier 4: 50–80%
id_16,461200,78.098011989027,Tier 4: 50–80%
V231,460110,77.91343516103905,Tier 4: 50–80%
V243,460110,77.91343516103905,Tier 4: 50–80%
V242,460110,77.91343516103905,Tier 4: 50–80%
V241,460110,77.91343516103905,Tier 4: 50–80%
V237,460110,77.91343516103905,Tier 4: 50–80%
V236,460110,77.91343516103905,Tier 4: 50–80%
V235,460110,77.91343516103905,Tier 4: 50–80%
V233,460110,77.91343516103905,Tier 4: 50–80%
V217,460110,77.91343516103905,Tier 4: 50–80%
V230,460110,77.91343516103905,Tier 4: 50–80%
V229,460110,77.91343516103905,Tier 4: 50–80%
V228,460110,77.91343516103905,Tier 4: 50–80%
V226,460110,77.91343516103905,Tier 4: 50–80%
V225,460110,77.91343516103905,Tier 4: 50–80%
V224,460110,77.91343516103905,Tier 4: 50–80%
V223,460110,77.91343516103905,Tier 4: 50–80%
V219,460110,77.91343516103905,Tier 4: 50–80%
V218,460110,77.91343516103905,Tier 4: 50–80%
V246,460110,77.91343516103905,Tier 4: 50–80%
V244,460110,77.91343516103905,Tier 4: 50–80%
V232,460110,77.91343516103905,Tier 4: 50–80%
V247,460110,77.91343516103905,Tier 4: 50–80%
V265,460110,77.91343516103905,Tier 4: 50–80%
V278,460110,77.91343516103905,Tier 4: 50–80%
V277,460110,77.91343516103905,Tier 4: 50–80%
V276,460110,77.91343516103905,Tier 4: 50–80%
V248,460110,77.91343516103905,Tier 4: 50–80%
V275,460110,77.91343516103905,Tier 4: 50–80%
V274,460110,77.91343516103905,Tier 4: 50–80%
V273,460110,77.91343516103905,Tier 4: 50–80%
V269,460110,77.91343516103905,Tier 4: 50–80%
V268,460110,77.91343516103905,Tier 4: 50–80%
V267,460110,77.91343516103905,Tier 4: 50–80%
V266,460110,77.91343516103905,Tier 4: 50–80%
V240,460110,77.91343516103905,Tier 4: 50–80%
V264,460110,77.91343516103905,Tier 4: 50–80%
V262,460110,77.91343516103905,Tier 4: 50–80%
V261,460110,77.91343516103905,Tier 4: 50–80%
V260,460110,77.91343516103905,Tier 4: 50–80%
V258,460110,77.91343516103905,Tier 4: 50–80%
V257,460110,77.91343516103905,Tier 4: 50–80%
V263,460110,77.91343516103905,Tier 4: 50–80%
V254,460110,77.91343516103905,Tier 4: 50–80%
V249,460110,77.91343516103905,Tier 4: 50–80%
V252,460110,77.91343516103905,Tier 4: 50–80%
V253,460110,77.91343516103905,Tier 4: 50–80%
id_06,453675,76.82375452975243,Tier 4: 50–80%
id_05,453675,76.82375452975243,Tier 4: 50–80%
R_emaildomain,453249,76.75161716395164,Tier 4: 50–80%
id_20,451279,76.41802418125782,Tier 4: 50–80%
id_19,451222,76.40837199850984,Tier 4: 50–80%
id_17,451171,76.39973583499847,Tier 4: 50–80%
V183,450909,76.35536966166559,Tier 4: 50–80%
V167,450909,76.35536966166559,Tier 4: 50–80%
V168,450909,76.35536966166559,Tier 4: 50–80%
V172,450909,76.35536966166559,Tier 4: 50–80%
V173,450909,76.35536966166559,Tier 4: 50–80%
V176,450909,76.35536966166559,Tier 4: 50–80%
V178,450909,76.35536966166559,Tier 4: 50–80%
V179,450909,76.35536966166559,Tier 4: 50–80%
V181,450909,76.35536966166559,Tier 4: 50–80%
V182,450909,76.35536966166559,Tier 4: 50–80%
V191,450909,76.35536966166559,Tier 4: 50–80%
V186,450909,76.35536966166559,Tier 4: 50–80%
V206,450909,76.35536966166559,Tier 4: 50–80%
V216,450909,76.35536966166559,Tier 4: 50–80%
V215,450909,76.35536966166559,Tier 4: 50–80%
V214,450909,76.35536966166559,Tier 4: 50–80%
V213,450909,76.35536966166559,Tier 4: 50–80%
V212,450909,76.35536966166559,Tier 4: 50–80%
V211,450909,76.35536966166559,Tier 4: 50–80%
V207,450909,76.35536966166559,Tier 4: 50–80%
V205,450909,76.35536966166559,Tier 4: 50–80%
V187,450909,76.35536966166559,Tier 4: 50–80%
V203,450909,76.35536966166559,Tier 4: 50–80%
V202,450909,76.35536966166559,Tier 4: 50–80%
V199,450909,76.35536966166559,Tier 4: 50–80%
V196,450909,76.35536966166559,Tier 4: 50–80%
V193,450909,76.35536966166559,Tier 4: 50–80%
V192,450909,76.35536966166559,Tier 4: 50–80%
V190,450909,76.35536966166559,Tier 4: 50–80%
V204,450909,76.35536966166559,Tier 4: 50–80%
V177,450909,76.35536966166559,Tier 4: 50–80%
V188,450721,76.32353439225116,Tier 4: 50–80%
V180,450721,76.32353439225116,Tier 4: 50–80%
V185,450721,76.32353439225116,Tier 4: 50–80%
V175,450721,76.32353439225116,Tier 4: 50–80%
V189,450721,76.32353439225116,Tier 4: 50–80%
V194,450721,76.32353439225116,Tier 4: 50–80%
V195,450721,76.32353439225116,Tier 4: 50–80%
V197,450721,76.32353439225116,Tier 4: 50–80%
V198,450721,76.32353439225116,Tier 4: 50–80%
V200,450721,76.32353439225116,Tier 4: 50–80%
V201,450721,76.32353439225116,Tier 4: 50–80%
V174,450721,76.32353439225116,Tier 4: 50–80%
V171,450721,76.32353439225116,Tier 4: 50–80%
V208,450721,76.32353439225116,Tier 4: 50–80%
V209,450721,76.32353439225116,Tier 4: 50–80%
V170,450721,76.32353439225116,Tier 4: 50–80%
V210,450721,76.32353439225116,Tier 4: 50–80%
V169,450721,76.32353439225116,Tier 4: 50–80%
V184,450721,76.32353439225116,Tier 4: 50–80%
id_31,450258,76.24513157449114,Tier 4: 50–80%
DeviceType,449730,76.15572188166763,Tier 4: 50–80%
id_02,449668,76.14522301622245,Tier 4: 50–80%
id_29,449562,76.12727334304196,Tier 4: 50–80%
id_28,449562,76.12727334304196,Tier 4: 50–80%
id_11,449562,76.12727334304196,Tier 4: 50–80%
id_15,449555,76.12608798726589,Tier 4: 50–80%
id_38,449555,76.12608798726589,Tier 4: 50–80%
id_37,449555,76.12608798726589,Tier 4: 50–80%
id_36,449555,76.12608798726589,Tier 4: 50–80%
id_35,449555,76.12608798726589,Tier 4: 50–80%
V239,449124,76.0531039387679,Tier 4: 50–80%
V238,449124,76.0531039387679,Tier 4: 50–80%
V245,449124,76.0531039387679,Tier 4: 50–80%
V220,449124,76.0531039387679,Tier 4: 50–80%
V227,449124,76.0531039387679,Tier 4: 50–80%
V222,449124,76.0531039387679,Tier 4: 50–80%
V250,449124,76.0531039387679,Tier 4: 50–80%
V251,449124,76.0531039387679,Tier 4: 50–80%
V234,449124,76.0531039387679,Tier 4: 50–80%
V221,449124,76.0531039387679,Tier 4: 50–80%
V272,449124,76.0531039387679,Tier 4: 50–80%
V271,449124,76.0531039387679,Tier 4: 50–80%
V270,449124,76.0531039387679,Tier 4: 50–80%
V255,449124,76.0531039387679,Tier 4: 50–80%
V259,449124,76.0531039387679,Tier 4: 50–80%
V256,449124,76.0531039387679,Tier 4: 50–80%
id_12,446307,75.5760829071697,Tier 4: 50–80%
id_01,446307,75.5760829071697,Tier 4: 50–80%
dist1,352271,59.6523520845328,Tier 4: 50–80%
M5,350482,59.34940901547736,Tier 4: 50–80%
M7,346265,58.63531682866528,Tier 4: 50–80%
M8,346252,58.633115453652586,Tier 4: 50–80%
M9,346252,58.633115453652586,Tier 4: 50–80%
D5,309841,52.4674027161581,Tier 4: 50–80%
M4,281444,47.658753005723575,Tier 3: 30–50%
D2,280797,47.54919226470688,Tier 3: 30–50%
V5,279287,47.29349409015477,Tier 3: 30–50%
V6,279287,47.29349409015477,Tier 3: 30–50%
V7,279287,47.29349409015477,Tier 3: 30–50%
V4,279287,47.29349409015477,Tier 3: 30–50%
V3,279287,47.29349409015477,Tier 3: 30–50%
V2,279287,47.29349409015477,Tier 3: 30–50%
V8,279287,47.29349409015477,Tier 3: 30–50%
V9,279287,47.29349409015477,Tier 3: 30–50%
V10,279287,47.29349409015477,Tier 3: 30–50%
V1,279287,47.29349409015477,Tier 3: 30–50%
V11,279287,47.29349409015477,Tier 3: 30–50%
D11,279287,47.29349409015477,Tier 3: 30–50%
M3,271100,45.90713584177194,Tier 3: 30–50%
M2,271100,45.90713584177194,Tier 3: 30–50%
M1,271100,45.90713584177194,Tier 3: 30–50%
D3,262878,44.514850814508755,Tier 3: 30–50%
M6,169360,28.678836319300977,Tier 2: 10–30%
V36,168969,28.612625732380533,Tier 2: 10–30%
V38,168969,28.612625732380533,Tier 2: 10–30%
V37,168969,28.612625732380533,Tier 2: 10–30%
V40,168969,28.612625732380533,Tier 2: 10–30%
V46,168969,28.612625732380533,Tier 2: 10–30%
V47,168969,28.612625732380533,Tier 2: 10–30%
V48,168969,28.612625732380533,Tier 2: 10–30%
V41,168969,28.612625732380533,Tier 2: 10–30%
V35,168969,28.612625732380533,Tier 2: 10–30%
V51,168969,28.612625732380533,Tier 2: 10–30%
V42,168969,28.612625732380533,Tier 2: 10–30%
V39,168969,28.612625732380533,Tier 2: 10–30%
V43,168969,28.612625732380533,Tier 2: 10–30%
V44,168969,28.612625732380533,Tier 2: 10–30%
V45,168969,28.612625732380533,Tier 2: 10–30%
V49,168969,28.612625732380533,Tier 2: 10–30%
V50,168969,28.612625732380533,Tier 2: 10–30%
V52,168969,28.612625732380533,Tier 2: 10–30%
D4,168922,28.60466691502693,Tier 2: 10–30%
P_emaildomain,94456,15.99485216920107,Tier 2: 10–30%
V77,89164,15.098723202492634,Tier 2: 10–30%
V78,89164,15.098723202492634,Tier 2: 10–30%
V94,89164,15.098723202492634,Tier 2: 10–30%
V93,89164,15.098723202492634,Tier 2: 10–30%
V92,89164,15.098723202492634,Tier 2: 10–30%
V91,89164,15.098723202492634,Tier 2: 10–30%
V90,89164,15.098723202492634,Tier 2: 10–30%
V89,89164,15.098723202492634,Tier 2: 10–30%
V88,89164,15.098723202492634,Tier 2: 10–30%
V87,89164,15.098723202492634,Tier 2: 10–30%
V85,89164,15.098723202492634,Tier 2: 10–30%
V84,89164,15.098723202492634,Tier 2: 10–30%
V83,89164,15.098723202492634,Tier 2: 10–30%
V82,89164,15.098723202492634,Tier 2: 10–30%
V81,89164,15.098723202492634,Tier 2: 10–30%
V80,89164,15.098723202492634,Tier 2: 10–30%
V75,89164,15.098723202492634,Tier 2: 10–30%
V76,89164,15.098723202492634,Tier 2: 10–30%
V79,89164,15.098723202492634,Tier 2: 10–30%
V86,89164,15.098723202492634,Tier 2: 10–30%
D15,89113,15.09008703898127,Tier 2: 10–30%
V62,77096,13.055169844549056,Tier 2: 10–30%
V53,77096,13.055169844549056,Tier 2: 10–30%
V63,77096,13.055169844549056,Tier 2: 10–30%
V74,77096,13.055169844549056,Tier 2: 10–30%
V72,77096,13.055169844549056,Tier 2: 10–30%
V71,77096,13.055169844549056,Tier 2: 10–30%
V70,77096,13.055169844549056,Tier 2: 10–30%
V69,77096,13.055169844549056,Tier 2: 10–30%
V68,77096,13.055169844549056,Tier 2: 10–30%
V67,77096,13.055169844549056,Tier 2: 10–30%
V66,77096,13.055169844549056,Tier 2: 10–30%
V73,77096,13.055169844549056,Tier 2: 10–30%
V54,77096,13.055169844549056,Tier 2: 10–30%
V64,77096,13.055169844549056,Tier 2: 10–30%
V56,77096,13.055169844549056,Tier 2: 10–30%
V57,77096,13.055169844549056,Tier 2: 10–30%
V65,77096,13.055169844549056,Tier 2: 10–30%
V58,77096,13.055169844549056,Tier 2: 10–30%
V59,77096,13.055169844549056,Tier 2: 10–30%
V60,77096,13.055169844549056,Tier 2: 10–30%
V61,77096,13.055169844549056,Tier 2: 10–30%
V55,77096,13.055169844549056,Tier 2: 10–30%
V25,76073,12.881938564703491,Tier 2: 10–30%
V23,76073,12.881938564703491,Tier 2: 10–30%
V24,76073,12.881938564703491,Tier 2: 10–30%
V28,76073,12.881938564703491,Tier 2: 10–30%
V26,76073,12.881938564703491,Tier 2: 10–30%
V27,76073,12.881938564703491,Tier 2: 10–30%
V21,76073,12.881938564703491,Tier 2: 10–30%
V29,76073,12.881938564703491,Tier 2: 10–30%
V22,76073,12.881938564703491,Tier 2: 10–30%
V13,76073,12.881938564703491,Tier 2: 10–30%
V20,76073,12.881938564703491,Tier 2: 10–30%
V19,76073,12.881938564703491,Tier 2: 10–30%
V12,76073,12.881938564703491,Tier 2: 10–30%
V14,76073,12.881938564703491,Tier 2: 10–30%
V15,76073,12.881938564703491,Tier 2: 10–30%
V16,76073,12.881938564703491,Tier 2: 10–30%
V17,76073,12.881938564703491,Tier 2: 10–30%
V32,76073,12.881938564703491,Tier 2: 10–30%
V18,76073,12.881938564703491,Tier 2: 10–30%
V31,76073,12.881938564703491,Tier 2: 10–30%
V30,76073,12.881938564703491,Tier 2: 10–30%
V33,76073,12.881938564703491,Tier 2: 10–30%
V34,76073,12.881938564703491,Tier 2: 10–30%
D10,76022,12.873302401192129,Tier 2: 10–30%
addr2,65706,11.12642666034477,Tier 2: 10–30%
addr1,65706,11.12642666034477,Tier 2: 10–30%
card2,8933,1.5126833068039423,Tier 1: < 10%
card5,4259,0.7212043214684865,Tier 1: < 10%
card4,1577,0.267043722694483,Tier 1: < 10%
card6,1571,0.26602770345785215,Tier 1: < 10%
card3,1565,0.26501168422122123,Tier 1: < 10%
V296,1269,0.21488806854743114,Tier 1: < 10%
V313,1269,0.21488806854743114,Tier 1: < 10%
V288,1269,0.21488806854743114,Tier 1: < 10%
V289,1269,0.21488806854743114,Tier 1: < 10%
V301,1269,0.21488806854743114,Tier 1: < 10%
V300,1269,0.21488806854743114,Tier 1: < 10%
V282,1269,0.21488806854743114,Tier 1: < 10%
V315,1269,0.21488806854743114,Tier 1: < 10%
V283,1269,0.21488806854743114,Tier 1: < 10%
V314,1269,0.21488806854743114,Tier 1: < 10%
V281,1269,0.21488806854743114,Tier 1: < 10%
D1,1269,0.21488806854743114,Tier 1: < 10%
V122,314,0.053171673383682734,Tier 1: < 10%
V118,314,0.053171673383682734,Tier 1: < 10%
V108,314,0.053171673383682734,Tier 1: < 10%
V109,314,0.053171673383682734,Tier 1: < 10%
V117,314,0.053171673383682734,Tier 1: < 10%
V110,314,0.053171673383682734,Tier 1: < 10%
V111,314,0.053171673383682734,Tier 1: < 10%
V119,314,0.053171673383682734,Tier 1: < 10%
V112,314,0.053171673383682734,Tier 1: < 10%
V113,314,0.053171673383682734,Tier 1: < 10%
V131,314,0.053171673383682734,Tier 1: < 10%
V116,314,0.053171673383682734,Tier 1: < 10%
V130,314,0.053171673383682734,Tier 1: < 10%
V129,314,0.053171673383682734,Tier 1: < 10%
V128,314,0.053171673383682734,Tier 1: < 10%
V127,314,0.053171673383682734,Tier 1: < 10%
V114,314,0.053171673383682734,Tier 1: < 10%
V126,314,0.053171673383682734,Tier 1: < 10%
V115,314,0.053171673383682734,Tier 1: < 10%
V120,314,0.053171673383682734,Tier 1: < 10%
V125,314,0.053171673383682734,Tier 1: < 10%
V121,314,0.053171673383682734,Tier 1: < 10%
V123,314,0.053171673383682734,Tier 1: < 10%
V124,314,0.053171673383682734,Tier 1: < 10%
V106,314,0.053171673383682734,Tier 1: < 10%
V104,314,0.053171673383682734,Tier 1: < 10%
V103,314,0.053171673383682734,Tier 1: < 10%
V132,314,0.053171673383682734,Tier 1: < 10%
V133,314,0.053171673383682734,Tier 1: < 10%
V134,314,0.053171673383682734,Tier 1: < 10%
V135,314,0.053171673383682734,Tier 1: < 10%
V136,314,0.053171673383682734,Tier 1: < 10%
V137,314,0.053171673383682734,Tier 1: < 10%
V105,314,0.053171673383682734,Tier 1: < 10%
V102,314,0.053171673383682734,Tier 1: < 10%
V101,314,0.053171673383682734,Tier 1: < 10%
V100,314,0.053171673383682734,Tier 1: < 10%
V99,314,0.053171673383682734,Tier 1: < 10%
V98,314,0.053171673383682734,Tier 1: < 10%
V97,314,0.053171673383682734,Tier 1: < 10%
V96,314,0.053171673383682734,Tier 1: < 10%
V95,314,0.053171673383682734,Tier 1: < 10%
V107,314,0.053171673383682734,Tier 1: < 10%
V280,12,0.0020320384732617604,Tier 1: < 10%
V285,12,0.0020320384732617604,Tier 1: < 10%
V284,12,0.0020320384732617604,Tier 1: < 10%
V310,12,0.0020320384732617604,Tier 1: < 10%
V279,12,0.0020320384732617604,Tier 1: < 10%
V287,12,0.0020320384732617604,Tier 1: < 10%
V311,12,0.0020320384732617604,Tier 1: < 10%
V286,12,0.0020320384732617604,Tier 1: < 10%
V290,12,0.0020320384732617604,Tier 1: < 10%
V306,12,0.0020320384732617604,Tier 1: < 10%
V312,12,0.0020320384732617604,Tier 1: < 10%
V309,12,0.0020320384732617604,Tier 1: < 10%
V308,12,0.0020320384732617604,Tier 1: < 10%
V307,12,0.0020320384732617604,Tier 1: < 10%
V316,12,0.0020320384732617604,Tier 1: < 10%
V317,12,0.0020320384732617604,Tier 1: < 10%
V318,12,0.0020320384732617604,Tier 1: < 10%
V319,12,0.0020320384732617604,Tier 1: < 10%
V320,12,0.0020320384732617604,Tier 1: < 10%
V292,12,0.0020320384732617604,Tier 1: < 10%
V321,12,0.0020320384732617604,Tier 1: < 10%
V305,12,0.0020320384732617604,Tier 1: < 10%
V304,12,0.0020320384732617604,Tier 1: < 10%
V303,12,0.0020320384732617604,Tier 1: < 10%
V302,12,0.0020320384732617604,Tier 1: < 10%
V299,12,0.0020320384732617604,Tier 1: < 10%
V298,12,0.0020320384732617604,Tier 1: < 10%
V297,12,0.0020320384732617604,Tier 1: < 10%
V295,12,0.0020320384732617604,Tier 1: < 10%
V294,12,0.0020320384732617604,Tier 1: < 10%
V293,12,0.0020320384732617604,Tier 1: < 10%
V291,12,0.0020320384732617604,Tier 1: < 10%
TransactionHour,0,0.0,Tier 1: < 10%
TransactionDay,0,0.0,Tier 1: < 10%
TransactionWeek,0,0.0,Tier 1: < 10%
TransactionID,0,0.0,Tier 1: < 10%
isFraud,0,0.0,Tier 1: < 10%
C14,0,0.0,Tier 1: < 10%
TransactionDT,0,0.0,Tier 1: < 10%
TransactionAmt,0,0.0,Tier 1: < 10%
ProductCD,0,0.0,Tier 1: < 10%
card1,0,0.0,Tier 1: < 10%
C1,0,0.0,Tier 1: < 10%
C2,0,0.0,Tier 1: < 10%
C3,0,0.0,Tier 1: < 10%
C4,0,0.0,Tier 1: < 10%
C5,0,0.0,Tier 1: < 10%
C6,0,0.0,Tier 1: < 10%
C7,0,0.0,Tier 1: < 10%
C8,0,0.0,Tier 1: < 10%
C9,0,0.0,Tier 1: < 10%
C10,0,0.0,Tier 1: < 10%
C11,0,0.0,Tier 1: < 10%
C12,0,0.0,Tier 1: < 10%
C13,0,0.0,Tier 1: < 10%
has_identity,0,0.0,Tier 1: < 10%
